ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,Personal_Loan,Securities_Account,CD_Account,Online,CreditCard,US Zip Codes from 2013 Government Data.LAT,US Zip Codes from 2013 Government Data.LNG
2147,27,3,30,93108,1,1,3,80,0,0,0,0,0,34.448024,-119.616984
2172,35,11,42,93108,1,1.5,3,0,0,0,0,1,0,34.448024,-119.616984
2459,46,20,72,93108,2,0.8,3,0,0,0,0,1,1,34.448024,-119.616984
2603,52,26,161,93108,4,4.3,1,0,1,0,1,1,1,34.448024,-119.616984
3703,50,25,160,93108,4,4.3,3,410,1,0,0,0,0,34.448024,-119.616984
3725,44,20,39,93108,2,2.1,3,119,0,0,0,0,0,34.448024,-119.616984
3777,27,3,135,93108,3,2.7,3,449,1,0,0,0,1,34.448024,-119.616984
3955,32,7,134,93108,2,3.1,1,0,0,0,0,0,0,34.448024,-119.616984
3969,28,3,78,93108,4,0.2,1,0,0,0,0,1,1,34.448024,-119.616984
1404,32,6,51,93109,4,0.2,1,154,0,1,0,0,1,34.406428,-119.726888
1616,62,36,63,93109,1,2.5,3,0,0,0,0,0,0,34.406428,-119.726888
1775,43,18,83,93109,3,0.5,3,0,0,0,0,0,1,34.406428,-119.726888
2251,46,22,154,93109,1,5,1,0,0,0,0,1,0,34.406428,-119.726888
2359,53,27,63,93109,2,0.8,3,0,0,1,0,1,0,34.406428,-119.726888
3800,37,11,44,93109,4,0.2,1,0,0,0,0,0,1,34.406428,-119.726888
3806,29,5,84,93109,3,0.8,1,0,0,0,0,0,0,34.406428,-119.726888
4202,61,36,89,93109,3,0.5,1,0,0,0,0,1,0,34.406428,-119.726888
4511,64,39,20,93109,3,0.1,3,0,0,0,0,0,0,34.406428,-119.726888
4549,58,33,73,93109,4,0.7,1,241,0,0,0,0,0,34.406428,-119.726888
4906,62,37,19,93109,3,0.5,1,89,0,0,0,0,0,34.406428,-119.726888
177,52,25,44,93111,3,1,2,135,0,0,0,1,0,34.449185,-119.804782
1061,59,34,23,93111,1,0.1,1,0,0,0,0,0,1,34.449185,-119.804782
4094,49,24,138,93111,2,2.2,2,0,1,0,0,1,0,34.449185,-119.804782
153,57,32,24,93117,1,1.3,1,0,0,0,0,1,1,34.479453,-120.084094
230,48,24,71,93117,2,1.7,1,145,0,0,0,0,1,34.479453,-120.084094
535,53,28,41,93117,2,0.6,3,0,0,1,0,0,0,34.479453,-120.084094
589,41,17,40,93117,2,2.5,1,0,0,0,1,1,1,34.479453,-120.084094
793,41,16,98,93117,1,4,3,0,0,0,0,0,1,34.479453,-120.084094
1191,39,15,168,93117,2,8,1,152,0,1,0,0,0,34.479453,-120.084094
1275,62,37,61,93117,4,1.7,1,0,0,0,0,0,0,34.479453,-120.084094
1345,49,25,93,93117,1,2.7,1,0,0,1,0,1,0,34.479453,-120.084094
1551,40,14,39,93117,1,2,1,0,0,0,0,1,0,34.479453,-120.084094
1778,52,27,34,93117,2,0.7,2,114,0,0,0,1,1,34.479453,-120.084094
1787,35,11,34,93117,1,1.5,2,0,0,0,0,0,0,34.479453,-120.084094
2113,27,2,103,93117,1,1.9,1,120,0,0,0,1,0,34.479453,-120.084094
2290,59,35,68,93117,1,1.8,3,95,0,0,0,0,0,34.479453,-120.084094
2497,63,37,32,93117,3,0.7,2,141,0,0,0,0,0,34.479453,-120.084094
2754,54,27,195,93117,2,4.75,2,477,1,0,0,0,0,34.479453,-120.084094
3694,52,27,28,93117,3,1.7,2,0,0,0,0,0,0,34.479453,-120.084094
3947,25,-1,40,93117,3,2.4,2,0,0,0,0,1,0,34.479453,-120.084094
4034,54,24,69,93117,3,1.4,3,132,0,0,0,1,0,34.479453,-120.084094
4037,46,21,13,93117,2,0.7,3,0,0,0,0,1,0,34.479453,-120.084094
4271,45,19,19,93117,3,1.5,1,94,0,0,0,1,1,34.479453,-120.084094
4480,32,8,128,93117,2,4.33,1,0,0,0,0,1,0,34.479453,-120.084094
4608,50,23,18,93117,1,0.5,2,0,0,0,0,1,1,34.479453,-120.084094
4807,62,37,39,93117,3,1.5,1,0,0,0,0,1,0,34.479453,-120.084094
4916,49,24,48,93117,1,1.3,2,0,0,0,0,0,1,34.479453,-120.084094
79,54,30,133,93305,2,2.6,3,0,1,0,0,0,0,35.389749,-118.985186
140,59,35,18,93305,1,1.2,3,0,0,0,0,1,0,35.389749,-118.985186
588,50,24,94,93305,1,4.9,1,272,0,0,0,1,0,35.389749,-118.985186
1379,54,29,34,93305,4,0.1,3,0,0,0,0,1,0,35.389749,-118.985186
1600,50,24,124,93305,1,4.9,1,266,0,0,0,1,0,35.389749,-118.985186
3028,53,29,50,93305,4,0.1,3,152,0,0,0,1,0,35.389749,-118.985186
3903,45,21,39,93305,2,2.1,3,0,0,0,0,0,1,35.389749,-118.985186
4208,37,11,51,93305,3,2.1,1,0,0,0,0,1,1,35.389749,-118.985186
4679,33,7,115,93305,1,2.7,2,283,0,0,0,1,0,35.389749,-118.985186
4818,46,22,134,93305,2,3.3,1,0,0,0,0,0,0,35.389749,-118.985186
105,56,32,38,93311,4,1.3,1,166,0,0,0,1,1,35.192404,-119.175866
413,45,20,89,93311,4,1.9,3,0,0,0,0,1,0,35.192404,-119.175866
3993,47,22,95,93311,2,3.9,2,0,1,0,0,0,0,35.192404,-119.175866
1585,46,20,25,93401,4,0.6,3,125,0,0,0,0,0,35.235750,-120.615973
2510,36,11,8,93401,4,0.2,3,81,0,0,0,0,1,35.235750,-120.615973
3661,38,12,59,93401,2,2.4,2,0,0,0,0,0,0,35.235750,-120.615973
4973,58,32,41,93401,3,2.2,3,148,0,0,0,1,1,35.235750,-120.615973
315,63,37,45,93437,2,0.7,3,0,0,0,0,1,0,34.737964,-120.543739
408,64,40,58,93437,1,1.8,3,0,0,0,0,1,0,34.737964,-120.543739
2123,55,29,64,93437,3,0.8,1,119,0,0,0,0,1,34.737964,-120.543739
2243,41,17,45,93437,1,1.8,1,172,0,1,0,1,0,34.737964,-120.543739
3675,42,16,38,93437,1,0.2,1,0,0,1,0,0,0,34.737964,-120.543739
2337,34,8,99,93460,2,4.5,3,217,0,0,0,0,0,34.653533,-120.007153
4056,42,18,65,93460,3,2.1,3,0,0,0,0,1,1,34.653533,-120.007153
4102,45,21,40,93460,3,0.6,2,0,0,0,0,1,1,34.653533,-120.007153
4124,50,24,40,93460,4,2.6,1,89,0,0,0,1,0,34.653533,-120.007153
4688,58,34,48,93460,4,1.3,2,0,0,0,0,1,1,34.653533,-120.007153
182,36,12,10,93524,4,0.7,2,81,0,0,0,0,0,34.931987,-117.907127
341,59,34,91,93524,1,2.6,1,0,0,0,0,1,1,34.931987,-117.907127
580,57,33,88,93524,1,2.7,2,0,0,0,0,1,0,34.931987,-117.907127
2167,32,8,25,93524,3,0.9,3,0,0,0,0,1,1,34.931987,-117.907127
4371,27,3,18,93524,1,0.4,3,0,0,0,0,0,0,34.931987,-117.907127
103,53,23,44,93555,3,1,3,198,0,0,0,1,1,35.606509,-117.683472
442,52,27,43,93555,1,1.3,2,0,0,1,0,1,0,35.606509,-117.683472
623,41,17,92,93555,2,1.9,1,131,0,0,0,1,0,35.606509,-117.683472
827,48,21,23,93555,3,0.67,2,0,0,0,0,1,0,35.606509,-117.683472
1155,59,35,42,93555,1,1.8,3,0,0,0,0,1,0,35.606509,-117.683472
1337,36,12,42,93555,1,1.33,1,0,0,0,0,1,0,35.606509,-117.683472
1606,54,28,83,93555,3,0.8,1,0,0,0,0,1,0,35.606509,-117.683472
1703,56,30,122,93555,2,0.5,1,0,0,0,0,0,1,35.606509,-117.683472
1710,58,34,88,93555,2,1.6,1,0,0,0,0,1,1,35.606509,-117.683472
1919,39,9,118,93555,2,6,3,246,1,0,1,1,1,35.606509,-117.683472
2353,46,19,59,93555,3,2.67,2,0,0,0,0,0,0,35.606509,-117.683472
3102,55,31,91,93555,2,2.8,1,0,0,0,0,0,0,35.606509,-117.683472
3139,36,11,103,93555,1,4.6,1,255,0,0,0,1,0,35.606509,-117.683472
3198,34,10,29,93555,1,1.5,2,0,0,0,0,1,0,35.606509,-117.683472
3954,50,26,52,93555,4,0.1,3,0,0,0,0,0,0,35.606509,-117.683472
3984,39,13,93,93555,4,3.6,3,0,1,0,0,1,0,35.606509,-117.683472
3994,30,6,13,93555,3,0.9,3,0,0,0,0,1,0,35.606509,-117.683472
4129,46,21,53,93555,4,1.9,3,0,0,0,0,0,0,35.606509,-117.683472
4235,50,24,91,93555,1,0.8,3,0,0,0,0,1,0,35.606509,-117.683472
4286,23,-3,149,93555,2,7.2,1,0,0,0,0,1,0,35.606509,-117.683472
4601,54,24,75,93555,1,1.4,3,0,0,0,0,0,0,35.606509,-117.683472
4891,61,35,51,93555,3,1.4,3,0,0,0,0,1,0,35.606509,-117.683472
4990,24,0,38,93555,1,1,3,0,0,0,0,1,0,35.606509,-117.683472
663,65,41,185,93561,3,2,2,0,1,0,0,0,0,35.118772,-118.493811
2023,33,3,71,93561,4,1.8,3,236,0,0,0,0,0,35.118772,-118.493811
2261,39,14,15,93561,2,0.3,2,92,0,0,0,0,0,35.118772,-118.493811
2688,52,27,135,93561,1,0.6,1,452,0,0,0,1,0,35.118772,-118.493811
3499,30,6,182,93561,4,0.8,3,94,1,0,0,1,0,35.118772,-118.493811
3539,26,0,23,93561,1,0.1,2,0,0,0,0,0,0,35.118772,-118.493811
4119,40,16,34,93561,1,0.7,1,0,0,0,0,1,1,35.118772,-118.493811
4171,31,7,44,93561,1,1.2,1,0,0,0,0,1,1,35.118772,-118.493811
961,46,22,144,93611,2,3.3,1,0,0,0,0,1,1,36.825296,-119.680190
2139,36,11,40,93611,2,1.1,2,166,0,1,0,0,0,36.825296,-119.680190
2417,60,35,32,93611,1,0.3,3,80,0,0,0,1,0,36.825296,-119.680190
3295,42,12,29,93611,3,2,3,0,0,0,0,0,0,36.825296,-119.680190
4343,32,7,45,93611,3,2.3,1,83,0,1,0,1,0,36.825296,-119.680190
339,29,3,153,93657,2,2,1,392,0,0,0,0,0,36.817791,-119.457602
797,30,6,82,93657,2,2.5,1,0,0,0,0,0,0,36.817791,-119.457602
4665,62,37,83,93657,4,0.1,2,0,0,0,0,0,0,36.817791,-119.457602
1025,58,33,122,93711,4,0.2,2,0,1,0,1,1,0,36.834289,-119.833350
1908,42,18,115,93711,1,0.3,1,0,0,0,0,0,0,36.834289,-119.833350
2301,66,41,70,93711,3,2.2,1,0,0,0,0,0,0,36.834289,-119.833350
2577,60,36,30,93711,4,1.3,1,118,0,0,0,1,1,36.834289,-119.833350
2756,37,11,22,93711,3,0.1,2,0,0,0,0,1,1,36.834289,-119.833350
2847,67,43,105,93711,4,1.7,2,0,0,0,0,1,0,36.834289,-119.833350
3134,30,5,73,93711,3,2.6,3,0,0,0,0,1,0,36.834289,-119.833350
4207,48,23,29,93711,1,1.3,2,0,0,0,0,0,0,36.834289,-119.833350
4364,30,4,18,93711,4,0.3,2,84,0,0,0,1,0,36.834289,-119.833350
132,58,34,149,93720,4,7.2,2,0,1,0,1,1,1,36.862209,-119.760793
298,55,25,70,93720,3,1.4,3,0,0,0,0,1,0,36.862209,-119.760793
314,34,9,41,93720,3,2.3,1,0,0,0,0,0,1,36.862209,-119.760793
1718,33,7,101,93727,1,2.7,2,233,0,0,0,0,0,36.751519,-119.680602
2158,25,0,71,93727,4,0.2,1,78,0,1,0,0,0,36.751519,-119.680602
2919,28,3,142,93727,1,0.8,1,0,0,0,0,1,0,36.751519,-119.680602
3941,41,17,53,93727,2,2.5,1,102,0,0,0,1,0,36.751519,-119.680602
4028,46,21,42,93727,4,1.9,3,0,0,0,0,1,0,36.751519,-119.680602
4590,31,7,13,93727,1,0.5,3,0,0,0,0,1,0,36.751519,-119.680602
72,53,29,69,93907,4,1,2,0,0,0,0,1,0,36.769389,-121.667532
887,54,29,74,93907,3,2,2,0,0,0,0,0,0,36.769389,-121.667532
1488,28,4,159,93907,1,1.5,1,0,0,0,0,1,1,36.769389,-121.667532
2027,59,33,80,93907,2,0.7,2,0,0,0,0,1,0,36.769389,-121.667532
2085,36,9,44,93907,4,1,2,101,0,1,0,1,0,36.769389,-121.667532
2336,37,13,59,93907,1,3.6,2,0,0,0,0,0,0,36.769389,-121.667532
2554,39,15,91,93907,2,1.7,2,151,0,0,0,0,0,36.769389,-121.667532
2573,62,32,33,93907,1,1.5,3,140,0,0,0,1,1,36.769389,-121.667532
2801,52,26,28,93907,2,0.7,2,90,0,0,0,1,1,36.769389,-121.667532
3255,61,37,9,93907,2,0.3,3,0,0,0,0,1,0,36.769389,-121.667532
2161,43,17,55,93933,3,2.2,2,0,0,0,0,0,0,36.686845,-121.786887
3469,43,19,113,93933,2,1.8,2,0,0,0,0,0,1,36.686845,-121.786887
4675,40,14,93,93933,1,2.8,3,328,0,1,1,1,1,36.686845,-121.786887
655,54,29,129,93940,4,4.2,3,0,1,0,0,0,0,36.574690,-121.840854
718,59,34,94,93940,3,0.5,1,0,0,0,0,0,1,36.574690,-121.840854
927,33,9,22,93940,4,0.4,2,103,0,0,0,1,0,36.574690,-121.840854
1509,35,10,75,93940,4,0.7,3,0,0,0,0,1,1,36.574690,-121.840854
2000,48,22,80,93940,2,2.4,2,0,0,0,0,1,0,36.574690,-121.840854
2101,31,6,145,93940,1,0.8,1,84,0,0,0,1,0,36.574690,-121.840854
2452,51,25,119,93940,1,4.9,1,208,0,0,0,1,1,36.574690,-121.840854
2555,63,39,53,93940,1,0.8,1,0,0,0,0,0,0,36.574690,-121.840854
2887,50,25,58,93940,1,1.3,2,0,0,0,0,1,0,36.574690,-121.840854
3110,60,34,40,93940,3,2.2,3,0,0,1,0,1,0,36.574690,-121.840854
3443,43,18,30,93940,1,0.5,3,0,0,0,0,1,0,36.574690,-121.840854
3774,62,36,83,93940,4,2.4,3,0,0,1,0,0,0,36.574690,-121.840854
3897,48,24,224,93940,2,6.67,1,0,0,0,1,1,1,36.574690,-121.840854
4355,40,16,140,93940,3,5.6,1,0,1,0,0,0,0,36.574690,-121.840854
4362,55,30,42,93940,2,2,2,196,0,0,0,0,1,36.574690,-121.840854
4363,28,2,55,93940,3,1.1,2,0,0,0,0,0,0,36.574690,-121.840854
4612,34,7,52,93940,2,1,2,0,0,0,0,1,0,36.574690,-121.840854
4741,56,30,178,93940,1,2.9,1,0,0,0,0,1,0,36.574690,-121.840854
8,50,24,22,93943,1,0.3,3,0,0,0,0,0,1,36.597004,-121.874136
386,35,9,40,93943,3,0.9,1,0,0,0,0,1,0,36.597004,-121.874136
439,58,32,113,93943,2,3.8,2,119,1,0,1,1,1,36.597004,-121.874136
561,43,18,59,93943,1,3.7,3,0,0,0,0,1,0,36.597004,-121.874136
616,63,37,139,93943,2,6.9,1,0,0,0,0,0,0,36.597004,-121.874136
815,33,8,45,93943,2,0.1,1,0,0,0,0,0,1,36.597004,-121.874136
894,58,32,43,93943,3,1.4,1,0,0,0,0,0,1,36.597004,-121.874136
940,56,32,8,93943,2,0.3,1,0,0,0,0,1,1,36.597004,-121.874136
953,44,20,180,93943,2,7.6,1,524,0,0,0,0,1,36.597004,-121.874136
1211,50,24,84,93943,4,4.9,1,0,0,0,0,1,0,36.597004,-121.874136
1214,27,2,78,93943,4,0.2,1,87,0,0,0,0,0,36.597004,-121.874136
1234,53,29,22,93943,2,0.4,1,0,0,0,0,1,0,36.597004,-121.874136
1350,26,2,171,93943,3,6,2,0,1,0,0,1,0,36.597004,-121.874136
1481,67,42,32,93943,1,1.1,3,0,0,0,0,0,1,36.597004,-121.874136
1534,62,37,155,93943,1,1.3,1,0,0,0,0,0,0,36.597004,-121.874136
2013,57,31,51,93943,1,1.4,1,0,0,0,0,1,1,36.597004,-121.874136
2143,55,31,62,93943,4,1.5,1,0,0,0,0,1,0,36.597004,-121.874136
2179,37,13,158,93943,2,2.3,2,0,1,0,1,1,1,36.597004,-121.874136
2373,34,10,45,93943,3,2.8,1,153,0,0,0,1,1,36.597004,-121.874136
2484,44,18,68,93943,4,2.9,1,0,0,1,0,0,0,36.597004,-121.874136
2561,44,18,71,93943,2,0.8,3,0,0,0,0,1,0,36.597004,-121.874136
2626,61,36,108,93943,4,3.4,2,0,0,0,0,1,0,36.597004,-121.874136
2630,44,18,18,93943,2,0.1,3,0,0,0,0,1,0,36.597004,-121.874136
2637,38,13,179,93943,1,4.1,1,0,0,0,0,1,0,36.597004,-121.874136
2755,26,1,61,93943,4,2.2,1,119,0,0,0,0,0,36.597004,-121.874136
2758,63,38,50,93943,2,2.8,1,205,0,0,0,0,0,36.597004,-121.874136
2764,55,31,13,93943,4,0.7,1,0,0,0,0,1,0,36.597004,-121.874136
2811,58,34,45,93943,4,1.3,2,201,0,0,0,0,0,36.597004,-121.874136
2819,35,9,40,93943,3,0.9,1,0,0,0,0,1,1,36.597004,-121.874136
2874,48,23,35,93943,1,0.1,1,0,0,1,0,1,0,36.597004,-121.874136
2885,28,2,48,93943,4,2.1,3,0,0,0,0,1,1,36.597004,-121.874136
2939,33,9,61,93943,3,2.6,2,0,0,0,0,1,0,36.597004,-121.874136
2965,35,10,73,93943,3,2.3,1,0,0,0,0,1,0,36.597004,-121.874136
3227,32,8,82,93943,3,1.5,1,0,0,0,0,1,1,36.597004,-121.874136
3517,45,21,38,93943,3,0.6,2,148,0,0,0,1,0,36.597004,-121.874136
3688,34,10,45,93943,1,1.33,1,0,0,0,0,0,0,36.597004,-121.874136
3747,63,39,49,93943,4,1.2,2,109,0,1,1,1,1,36.597004,-121.874136
3799,55,25,35,93943,3,1,3,144,0,0,0,1,1,36.597004,-121.874136
3828,39,14,128,93943,2,3.9,1,196,0,0,0,1,0,36.597004,-121.874136
3834,33,9,83,93943,1,0.1,1,0,0,0,0,1,0,36.597004,-121.874136
3886,32,2,69,93943,4,4,3,102,0,0,0,1,0,36.597004,-121.874136
3904,47,23,65,93943,1,0,1,0,0,0,0,0,0,36.597004,-121.874136
4021,58,32,191,93943,4,5.2,3,194,1,0,0,0,1,36.597004,-121.874136
4138,37,12,52,93943,2,1.1,2,0,0,0,0,1,0,36.597004,-121.874136
4174,35,9,43,93943,2,0.3,1,0,0,0,0,1,0,36.597004,-121.874136
4266,27,2,44,93943,4,0.6,2,0,0,1,1,1,0,36.597004,-121.874136
4369,31,7,25,93943,2,1,2,0,0,1,1,1,1,36.597004,-121.874136
4425,35,10,54,93943,1,2.5,3,0,0,0,0,0,1,36.597004,-121.874136
4465,60,35,29,93943,3,0.2,1,79,0,0,0,1,1,36.597004,-121.874136
4616,37,12,84,93943,4,0.7,3,0,0,0,0,1,0,36.597004,-121.874136
4827,56,31,81,93943,2,0,3,225,0,0,0,0,0,36.597004,-121.874136
4837,54,24,72,93943,3,1.4,3,218,0,0,0,0,1,36.597004,-121.874136
4914,30,4,110,93943,1,2.9,3,0,0,0,0,1,0,36.597004,-121.874136
4988,48,23,43,93943,3,1.7,2,159,0,0,0,1,0,36.597004,-121.874136
2062,63,38,159,93950,4,4.9,2,111,1,0,0,0,0,36.621181,-121.925179
3820,57,27,50,93950,4,2,3,0,0,0,0,1,0,36.621181,-121.925179
4377,40,15,71,93950,3,3,1,272,0,0,0,1,0,36.621181,-121.925179
4895,48,22,74,93950,1,1.4,3,0,0,1,0,0,0,36.621181,-121.925179
4935,26,0,85,93950,2,1.6,3,0,0,0,0,1,1,36.621181,-121.925179
150,48,22,42,93955,3,2.2,2,0,0,0,0,0,0,36.614410,-121.786901
474,64,39,182,93955,1,1.2,2,547,1,0,0,1,0,36.614410,-121.786901
746,30,4,49,93955,3,1.1,2,0,0,0,0,0,1,36.614410,-121.786901
1283,51,26,55,93955,1,1.3,2,236,0,0,0,0,1,36.614410,-121.786901
1949,39,15,62,93955,4,2.4,1,86,0,0,0,0,0,36.614410,-121.786901
2455,54,29,23,93955,1,1.5,2,0,0,0,0,0,0,36.614410,-121.786901
3572,42,18,153,93955,3,5.6,1,416,1,0,0,0,0,36.614410,-121.786901
3801,64,38,35,93955,1,0.5,3,0,0,0,0,1,0,36.614410,-121.786901
4036,34,9,180,93955,2,6.5,3,0,1,0,1,1,0,36.614410,-121.786901
4176,42,17,154,93955,3,4.9,1,0,1,0,1,1,1,36.614410,-121.786901
4287,53,29,20,93955,1,0.2,1,131,0,0,0,1,1,36.614410,-121.786901
4375,39,15,62,93955,3,2.33,1,131,0,0,1,1,1,36.614410,-121.786901
269,64,39,129,94002,1,2.5,1,0,0,0,0,1,0,37.514352,-122.298896
991,34,10,81,94002,4,3.4,1,0,0,0,0,1,0,37.514352,-122.298896
1525,40,16,155,94002,4,0.1,3,0,1,0,1,1,1,37.514352,-122.298896
2815,54,28,53,94002,1,2.2,3,0,0,0,0,1,1,37.514352,-122.298896
2866,59,33,23,94002,2,0.2,3,0,0,0,0,1,0,37.514352,-122.298896
3660,33,7,22,94002,1,0.4,2,0,0,0,0,0,0,37.514352,-122.298896
4921,42,16,28,94002,4,1.5,3,91,0,0,0,1,1,37.514352,-122.298896
53,30,6,72,94005,1,0.1,1,207,0,0,0,0,0,37.688826,-122.408935
57,55,30,29,94005,3,0.1,2,0,0,1,1,1,0,37.688826,-122.408935
86,27,2,109,94005,4,1.8,3,0,0,0,0,0,0,37.688826,-122.408935
243,41,16,75,94005,1,3.7,3,280,0,0,0,0,0,37.688826,-122.408935
1072,39,14,61,94005,3,0.5,3,137,0,0,0,1,0,37.688826,-122.408935
1320,32,6,35,94005,2,0.3,1,0,0,0,0,0,1,37.688826,-122.408935
1903,39,14,85,94005,3,1.2,3,107,0,0,0,1,1,37.688826,-122.408935
2370,50,24,45,94005,4,0.1,1,93,0,0,0,1,0,37.688826,-122.408935
2394,53,28,14,94005,4,0.8,1,0,0,0,0,1,1,37.688826,-122.408935
2599,46,20,9,94005,1,0.2,1,0,0,0,0,1,0,37.688826,-122.408935
2638,51,26,69,94005,3,2,2,0,0,0,0,1,0,37.688826,-122.408935
3019,58,32,49,94005,1,1.4,1,99,0,0,0,1,1,37.688826,-122.408935
3193,65,39,35,94005,1,0.5,3,0,0,0,0,0,0,37.688826,-122.408935
3537,50,24,112,94005,1,0.3,1,229,0,0,0,0,0,37.688826,-122.408935
4219,52,27,43,94005,4,0.2,2,0,0,0,0,0,1,37.688826,-122.408935
4370,50,25,19,94005,4,0.4,2,103,0,0,0,1,1,37.688826,-122.408935
4652,48,24,58,94005,2,1.7,1,0,0,0,0,0,0,37.688826,-122.408935
4887,51,26,64,94005,4,1.8,3,0,0,0,0,0,0,37.688826,-122.408935
4953,29,3,53,94005,4,1.8,3,0,0,0,0,1,0,37.688826,-122.408935
541,25,-1,109,94010,4,2.3,3,314,0,0,0,1,0,37.570280,-122.365778
669,66,41,18,94010,3,0.5,1,0,0,0,0,0,0,37.570280,-122.365778
1287,29,3,50,94010,3,1.1,2,0,0,0,0,0,1,37.570280,-122.365778
1288,42,18,54,94010,4,2.2,2,0,0,0,0,0,0,37.570280,-122.365778
2008,48,21,78,94010,3,2,2,0,0,0,0,1,1,37.570280,-122.365778
3398,31,6,170,94010,2,6.7,1,137,0,0,0,1,0,37.570280,-122.365778
3412,63,37,118,94010,1,2,1,427,0,0,0,0,0,37.570280,-122.365778
3796,51,25,39,94010,1,1.2,2,98,0,0,0,1,0,37.570280,-122.365778
4289,42,17,28,94010,1,0.6,3,0,0,0,0,0,1,37.570280,-122.365778
4586,35,11,180,94010,1,3.6,3,571,1,0,1,1,1,37.570280,-122.365778
21,56,31,25,94015,4,0.9,2,111,0,0,0,1,0,37.681264,-122.480589
1852,34,8,60,94015,4,2.2,2,0,0,0,0,0,1,37.681264,-122.480589
2349,51,25,85,94015,4,4.9,1,0,0,0,0,1,1,37.681264,-122.480589
4003,59,34,60,94015,2,2.8,1,0,0,0,0,1,0,37.681264,-122.480589
4141,63,38,32,94015,1,1.5,2,0,0,0,0,0,0,37.681264,-122.480589
4267,42,16,11,94015,1,0.2,1,87,0,0,0,0,1,37.681264,-122.480589
4354,61,36,25,94015,2,0.5,2,0,0,0,0,1,1,37.681264,-122.480589
1416,33,8,48,94019,1,1,1,212,0,0,0,1,0,37.469453,-122.411841
2816,26,1,48,94019,3,2.6,3,169,0,0,0,0,0,37.469453,-122.411841
56,41,17,139,94022,2,8,1,0,0,0,0,1,0,37.357489,-122.144437
453,39,13,21,94022,3,0.2,2,0,0,0,0,0,0,37.357489,-122.144437
483,56,32,173,94022,1,4.6,2,88,1,0,1,1,0,37.357489,-122.144437
504,31,5,39,94022,4,1.8,3,185,0,0,0,0,1,37.357489,-122.144437
597,48,22,152,94022,1,3.5,3,0,1,0,0,1,0,37.357489,-122.144437
704,41,17,141,94022,2,7.6,1,92,0,0,0,0,0,37.357489,-122.144437
1125,38,12,29,94022,4,0.2,1,0,0,0,0,0,1,37.357489,-122.144437
1144,33,7,120,94022,1,3.2,3,0,1,0,0,1,0,37.357489,-122.144437
1323,32,5,48,94022,2,1.67,2,0,0,1,1,1,1,37.357489,-122.144437
1499,49,23,125,94022,1,7.3,1,0,0,0,0,0,0,37.357489,-122.144437
1638,30,6,193,94022,3,6.3,3,0,1,0,0,1,0,37.357489,-122.144437
1825,49,23,194,94022,4,8.3,2,0,1,0,0,0,1,37.357489,-122.144437
2330,30,4,39,94022,1,1.5,1,0,0,0,0,1,0,37.357489,-122.144437
2333,40,16,35,94022,1,1.4,3,0,0,0,0,1,1,37.357489,-122.144437
2894,38,14,70,94022,4,2,3,0,0,0,0,1,0,37.357489,-122.144437
2903,56,30,50,94022,4,2.8,2,0,0,1,0,1,0,37.357489,-122.144437
2938,62,36,89,94022,2,2,1,0,0,0,0,1,1,37.357489,-122.144437
3533,38,12,141,94022,2,0,1,0,0,0,0,1,1,37.357489,-122.144437
3610,29,5,162,94022,1,4.3,1,0,0,0,0,0,1,37.357489,-122.144437
3724,51,27,45,94022,1,1.6,2,82,0,0,0,1,0,37.357489,-122.144437
4035,35,11,82,94022,2,1.7,2,0,0,0,0,1,1,37.357489,-122.144437
4591,58,34,151,94022,3,0.6,2,0,1,0,0,0,0,37.357489,-122.144437
4642,36,11,31,94022,4,1.7,1,124,0,0,0,1,1,37.357489,-122.144437
4712,65,40,59,94022,3,2.4,1,0,0,0,0,0,0,37.357489,-122.144437
4936,59,33,81,94022,2,1.4,1,0,0,0,0,1,0,37.357489,-122.144437
526,64,38,79,94024,2,2.8,1,179,0,0,0,0,0,37.352234,-122.094399
618,46,20,74,94024,4,2.6,3,0,0,0,0,1,0,37.352234,-122.094399
1087,63,37,40,94024,2,1,3,167,0,0,0,0,0,37.352234,-122.094399
2051,41,15,29,94024,2,0.8,3,98,0,0,0,0,0,37.352234,-122.094399
2504,38,14,20,94024,4,0.4,2,79,0,0,0,1,1,37.352234,-122.094399
2595,48,23,79,94024,1,0.2,2,0,0,0,0,0,0,37.352234,-122.094399
2609,61,35,79,94024,2,2,1,194,0,0,0,1,1,37.352234,-122.094399
2797,57,32,30,94024,2,2,2,0,0,0,0,0,0,37.352234,-122.094399
3148,26,0,30,94024,4,1.3,3,0,0,0,0,1,1,37.352234,-122.094399
3162,28,4,88,94024,1,5.4,1,0,0,0,0,1,0,37.352234,-122.094399
3478,34,10,131,94024,2,4.33,1,156,0,0,0,1,1,37.352234,-122.094399
158,41,17,83,94025,4,2.67,1,0,0,0,0,1,1,37.457524,-122.176542
245,41,17,78,94025,4,0.8,1,78,0,0,0,1,0,37.457524,-122.176542
247,38,14,60,94025,2,0.6,3,0,0,0,0,1,1,37.457524,-122.176542
547,27,2,68,94025,3,2.6,3,203,0,1,0,0,0,37.457524,-122.176542
617,40,14,33,94025,2,1.4,3,0,0,0,0,1,1,37.457524,-122.176542
721,58,32,38,94025,1,2.2,3,0,0,0,0,0,0,37.457524,-122.176542
857,62,38,42,94025,1,1.8,3,0,0,0,0,0,0,37.457524,-122.176542
